Submission Date,Expenditure,Quantity,Price,Outlier,Purpose,Usage,Source,Sex at birth,First time,Legal status,Consumption,Census subdivision,Census division,Economic region,Province,Census metropolitan area
2018-01-31,110,28,3.93,0,Use recreationally,Daily,,,,,56,Tracadie,Gloucester,Campbellton--Miramichi,New Brunswick / Nouveau-Brunswick,13 - NonCMA
2018-01-31,160,28,5.71,0,Medicate - without a medical document,Daily,,,,,56,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,280,28,10,0,Medicate - with a medical document,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,120,28,4.29,0,Use recreationally,Daily,,,,,28,Baie-Comeau,Manicouagan,Côte-Nord,Quebec / Québec,24 - NonCMA
2018-01-31,160,28,5.71,0,Use recreationally,Daily,,,,,28,St. Catharines,Niagara,Hamilton--Niagara Peninsula,Ontario,St. Catharines - Niagara
2018-01-31,180,28,6.43,0,Use recreationally,,,,,,,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,140,28,5,0,Use recreationally,Daily,,,,,28,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
2018-01-31,200,28,7.14,0,Medicate - without a medical document,A few times per week,,,,,7,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,200,28,7.14,0,Medicate - with a medical document,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,80,28,2.86,0,Use recreationally,Daily,,,,,112,Victoriaville,Arthabaska,Centre-du-Québec,Quebec / Québec,24 - NonCMA
2018-01-31,220,28,7.86,0,Medicate - without a medical document,,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,200,28,7.14,0,Medicate - without a medical document,Daily,,,,,14,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,180,28,6.43,0,Medicate - with a medical document,Daily,,,,,2,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,260,28,9.29,0,Medicate - without a medical document,Daily,,,,,30,Wabasca 166,Division No. 17,Athabasca--Grande Prairie--Peace River,Alberta,48 - NonCMA
2018-01-31,150,28,5.36,0,Use recreationally,A few times a year,,,,,0.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-31,200,28,7.14,0,Medicate - without a medical document,Daily,,,,,,Kingston,Frontenac,Kingston--Pembroke,Ontario,Kingston
2018-01-31,170,28,6.07,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,200,28,7.14,0,Use recreationally,A few times per week,,,,,14,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,110,28,3.93,0,Medicate - without a medical document,Daily,,,,,28,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
2018-01-31,180,28,6.43,0,Use recreationally,Daily,,,,,14,Antigonish,Antigonish,North Shore / Côte-nord,Nova Scotia / Nouvelle-Écosse,12 - NonCMA
2018-01-31,200,28,7.14,0,Use recreationally,Daily,,,,,,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,150,28,5.36,0,Medicate - without a medical document,Daily,,,,,7,Port Hope,Northumberland,Muskoka--Kawarthas,Ontario,35 - NonCMA
2018-01-31,220,28,7.86,0,Use recreationally,A few times per week,,,,,28,Mississauga,Peel,Toronto,Ontario,Toronto
2018-01-31,200,28,7.14,0,Medicate - without a medical document,Daily,,,,,0.5,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,150,28,5.36,0,Use recreationally,Daily,,,,,48,Cranbrook,East Kootenay,Kootenay,British Columbia / Colombie-Britannique,59 - NonCMA
2018-01-31,200,28,7.14,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,106.5,28,3.8,0,Medicate - without a medical document,,,,,,,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
2018-01-31,180,28,6.43,0,Medicate - without a medical document,Daily,,,,,28,Creston,Central Kootenay,Kootenay,British Columbia / Colombie-Britannique,59 - NonCMA
2018-01-31,100,28,3.57,0,Use recreationally,Daily,,,,,7,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-31,160,28,5.71,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-31,240,28,8.57,0,Medicate - without a medical document,Daily,,,,,1,Athabasca,Division No. 13,Athabasca--Grande Prairie--Peace River,Alberta,48 - NonCMA
2018-01-31,140,28,5,0,Use recreationally,Daily,,,,,35,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,180,28,6.43,0,Use recreationally,Daily,,,,,7,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-31,140,28,5,0,Use recreationally,,,,,,,London,Middlesex,London,Ontario,London
2018-01-31,140,28,5,0,Use recreationally,Daily,,,,,,Woodstock,Oxford,London,Ontario,35 - NonCMA
2018-01-31,160,28,5.71,0,Use recreationally,Daily,,,,,,Kamloops,Thompson-Nicola,Thompson--Okanagan,British Columbia / Colombie-Britannique,59 - NonCMA
2018-01-31,180,28,6.43,0,Medicate - with a medical document,Daily,,,,,,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,100,28,3.57,0,Medicate - without a medical document,Daily,,,,,50,North Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-31,200,28,7.14,0,Use recreationally,Daily,,,,,28,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-31,140,28,5,0,Medicate - with a medical document,Daily,,,,,1,St. Thomas,Elgin,London,Ontario,London
2018-01-31,150,28,5.36,0,Use recreationally,Daily,,,,,28,Westlock,Division No. 13,Athabasca--Grande Prairie--Peace River,Alberta,48 - NonCMA
2018-01-31,230,28,8.21,0,Use recreationally,A few times per month,,,,,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-31,170,28,6.07,0,Medicate - without a medical document,A few times per week,,,,,7,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-31,150,28,5.36,0,Medicate - with a medical document,Daily,,,,,150,Windsor,Essex,Windsor--Sarnia,Ontario,Windsor
2018-01-31,100,28,3.57,0,Medicate - without a medical document,Daily,,,,,28,Whitby,Durham,Toronto,Ontario,Oshawa
2018-01-31,150,28,5.36,0,Medicate - without a medical document,Daily,,,,,28,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-31,240,28,8.57,0,Use recreationally,A few times per week,,,,,1,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,220,28,7.86,0,Medicate - without a medical document,Daily,,,,,28,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-31,150,28,5.36,0,Medicate - with a medical document,Daily,,,,,35,Saint John,Saint John,Saint John--St. Stephen,New Brunswick / Nouveau-Brunswick,Saint John
2018-01-31,140,28,5,0,Medicate - with a medical document,Daily,,,,,28,Nanaimo,Nanaimo,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
2018-01-31,100,28,3.57,0,Use recreationally,Daily,,,,,28,Lac-Mégantic,Le Granit,Estrie,Quebec / Québec,24 - NonCMA
2018-01-31,150,28,5.36,0,Medicate - without a medical document,A few times per week,,,,,14,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
2018-01-31,100,28,3.57,0,Use recreationally,A few times a year,,,,,0.5,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
2018-01-31,150,28,5.36,0,Use recreationally,Daily,,,,,56,New Glasgow,Pictou,North Shore / Côte-nord,Nova Scotia / Nouvelle-Écosse,12 - NonCMA
2018-01-31,140,28,5,0,Use recreationally,Daily,,,,,14,Nelson,Central Kootenay,Kootenay,British Columbia / Colombie-Britannique,59 - NonCMA
2018-01-31,150,28,5.36,0,Medicate - without a medical document,Daily,,,,,28,Oshawa,Durham,Toronto,Ontario,Oshawa
2018-01-31,200,28,7.14,0,Medicate - without a medical document,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,200,28,7.14,0,Use recreationally,Daily,,,,,14,London,Middlesex,London,Ontario,London
2018-01-31,100,28,3.57,0,Medicate - without a medical document,Daily,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-31,120,28,4.29,0,Medicate - without a medical document,Daily,,,,,28,Terrebonne,Les Moulins,Lanaudière,Quebec / Québec,Montréal
2018-01-31,200,28,7.14,0,Medicate - without a medical document,Daily,,,,,56,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
2018-01-31,140,28,5,0,Medicate - without a medical document,A few times per week,,,,,7,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-31,200,28,7.14,0,Use recreationally,Daily,,,,,42,Chetwynd,Peace River,Northeast / Nord-est,British Columbia / Colombie-Britannique,59 - NonCMA
2018-01-31,140,28,5,0,Medicate - without a medical document,Daily,,,,,3.5,Barrhead,Division No. 13,Athabasca--Grande Prairie--Peace River,Alberta,48 - NonCMA
2018-01-31,140,28,5,0,Medicate - with a medical document,Daily,,,,,150,Newmarket,York,Toronto,Ontario,Toronto
2018-01-31,125,28,4.46,0,Use recreationally,Daily,,,,,14,Abbotsford,Fraser Valley,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Abbotsford - Mission
2018-01-31,180,28,6.43,0,Use recreationally,A few times per week,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,120,28,4.29,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-31,150,28,5.36,0,Use recreationally,A few times per week,,,,,3.5,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
2018-01-31,200,28,7.14,0,Medicate - without a medical document,Daily,,,,,28,Mississauga,Peel,Toronto,Ontario,Toronto
2018-01-31,180,28,6.43,0,Medicate - without a medical document,A few times per week,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,120,28,4.29,0,Medicate - without a medical document,Daily,,,,,28,Hinton,Division No. 14,Banff--Jasper--Rocky Mountain House,Alberta,48 - NonCMA
2018-01-31,200,28,7.14,0,Medicate - with a medical document,Daily,,,,,90,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,220,28,7.86,0,Use recreationally,Daily,,,,,48,Hinton,Division No. 14,Banff--Jasper--Rocky Mountain House,Alberta,48 - NonCMA
2018-01-31,160,28,5.71,0,Use recreationally,Daily,,,,,56,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,220,28,7.86,0,Use recreationally,A few times per week,,,,,7,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,200,28,7.14,0,Medicate - with a medical document,Daily,,,,,14,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-31,165,28,5.89,0,Medicate - without a medical document,Daily,,,,,28,Airdrie,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,200,28,7.14,0,Use recreationally,Daily,,,,,1,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,180,28,6.43,0,Use recreationally,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,125,28,4.46,0,Use recreationally,A few times per week,,,,,14,Trois-Rivières,Francheville,Mauricie,Quebec / Québec,Trois-Rivières
2018-01-31,140,28,5,0,Use recreationally,Daily,,,,,3.5,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,170,28,6.07,0,Use recreationally,A few times per month,,,,,3.5,Sherbrooke,Sherbrooke,Estrie,Quebec / Québec,Sherbrooke
2018-01-31,200,28,7.14,0,Medicate - with a medical document,Daily,,,,,150,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,160,28,5.71,0,Use recreationally,A few times per week,,,,,7,Fredericton,York,Fredericton--Oromocto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
2018-01-31,180,28,6.43,0,Medicate - without a medical document,Daily,,,,,14,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,120,28,4.29,0,Use recreationally,A few times per week,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-31,140,28,5,0,Medicate - without a medical document,Daily,,,,,56,Brandon,Division No.  7,Southwest / Sud-ouest,Manitoba,46 - NonCMA
2018-01-31,120,28,4.29,0,Use recreationally,Daily,,,,,7,Gaspé,La Côte-de-Gaspé,Gaspésie--Îles-de-la-Madeleine,Quebec / Québec,24 - NonCMA
2018-01-31,200,28,7.14,0,Use recreationally,Daily,,,,,7,Cambridge,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
2018-01-31,180,28,6.43,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,80,28,2.86,0,Use recreationally,,,,,,,Oliver,Okanagan-Similkameen,Thompson--Okanagan,British Columbia / Colombie-Britannique,59 - NonCMA
2018-01-31,200,28,7.14,0,Medicate - without a medical document,Daily,,,,,28,Lethbridge County,Division No.  2,Lethbridge--Medicine Hat,Alberta,Lethbridge
2018-01-31,280,28,10,0,Medicate - without a medical document,Daily,,,,,7,Yellowknife,Region 6,Northwest Territories / Territoires du Nord-Ouest,Northwest Territories / Territoires du Nord-Ouest,61 - NonCMA
2018-01-31,70,28,2.5,0,Use recreationally,Daily,,,,,14,Saint-Hyacinthe,Les Maskoutains,Montérégie,Quebec / Québec,24 - NonCMA
2018-01-31,160,28,5.71,0,Use recreationally,Daily,,,,,14,Rothesay,Kings,Saint John--St. Stephen,New Brunswick / Nouveau-Brunswick,Saint John
2018-01-31,100,28,3.57,0,Use recreationally,Daily,,,,,28,Norfolk County,Haldimand-Norfolk,Hamilton--Niagara Peninsula,Ontario,35 - NonCMA
2018-01-31,200,28,7.14,0,Use recreationally,Daily,,,,,48,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,150,28,5.36,0,Medicate - without a medical document,Daily,,,,,14,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,145,28,5.18,0,Use recreationally,Daily,,,,,7,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Northeast / Nord-est,Ontario,Greater Sudbury / Grand Sudbury
2018-01-31,170,28,6.07,0,Medicate - with a medical document,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,240,28,8.57,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-31,220,28,7.86,0,Use recreationally,,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,150,28,5.36,0,Medicate - without a medical document,A few times per week,,,,,0.5,Carleton-sur-Mer,Avignon,Gaspésie--Îles-de-la-Madeleine,Quebec / Québec,24 - NonCMA
2018-01-31,100,28,3.57,0,Medicate - without a medical document,Daily,,,,,3.5,Langley,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-31,150,28,5.36,0,Use recreationally,A few times per week,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-31,240,28,8.57,0,Use recreationally,A few times per week,,,,,,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,180,28,6.43,0,Medicate - without a medical document,Daily,,,,,14,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,280,28,10,0,Medicate - without a medical document,A few times per week,,,,,1,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,140,28,5,0,Use recreationally,Daily,,,,,28,Maple Ridge,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-31,160,28,5.71,0,Medicate - without a medical document,Daily,,,,,28,Surrey,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-31,200,28,7.14,0,Use recreationally,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,175,28,6.25,0,Use recreationally,,,,,,,Fredericton,York,Fredericton--Oromocto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
2018-01-31,120,28,4.29,0,Medicate - without a medical document,Daily,,,,,9,Abbotsford,Fraser Valley,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Abbotsford - Mission
2018-01-31,200,28,7.14,0,Use recreationally,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-31,160,28,5.71,0,Use recreationally,Daily,,,,,0.5,West Kelowna,Central Okanagan,Thompson--Okanagan,British Columbia / Colombie-Britannique,Kelowna
2018-01-31,260,28,9.29,0,Use recreationally,Daily,,,,,1,Thunder Bay,Thunder Bay,Northwest / Nord-ouest,Ontario,Thunder Bay
2018-01-31,110,28,3.93,0,Medicate - without a medical document,Daily,,,,,28,Courtenay,Comox Valley,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
2018-01-31,160,28,5.71,0,Medicate - without a medical document,Daily,,,,,60,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,200,28,7.14,0,Medicate - without a medical document,A few times per week,,,,,14,Regina,Division No.  6,Regina--Moose Mountain,Saskatchewan,Regina
2018-01-31,200,28,7.14,0,Medicate - with a medical document,Daily,,,,,28,Kelowna,Central Okanagan,Thompson--Okanagan,British Columbia / Colombie-Britannique,Kelowna
2018-01-31,280,28,10,0,Medicate - without a medical document,Daily,,,,,3.5,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,200,28,7.14,0,Medicate - without a medical document,Daily,,,,,3.5,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,160,28,5.71,0,Use recreationally,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,180,28,6.43,0,Use recreationally,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,120,28,4.29,0,Use recreationally,A few times per week,,,,,7,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,100,28,3.57,0,Medicate - with a medical document,Daily,,,,,1,Joliette,Joliette,Lanaudière,Quebec / Québec,24 - NonCMA
2018-01-31,110,28,3.93,0,Use recreationally,A few times per month,,,,,3.5,Sherbrooke,Sherbrooke,Estrie,Quebec / Québec,Sherbrooke
2018-01-31,100,28,3.57,0,Medicate - with a medical document,Daily,,,,,1,Joliette,Joliette,Lanaudière,Quebec / Québec,24 - NonCMA
2018-01-31,200,28,7.14,0,Use recreationally,,,,,,,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-31,150,28,5.36,0,Use recreationally,Daily,,,,,3.5,Mont-Saint-Hilaire,La Vallée-du-Richelieu,Montérégie,Quebec / Québec,Montréal
2018-01-31,240,28,8.57,0,Use recreationally,,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,125,28,4.46,0,Medicate - without a medical document,Daily,,,,,28,Lethbridge,Division No.  2,Lethbridge--Medicine Hat,Alberta,Lethbridge
2018-01-31,170,28,6.07,0,Use recreationally,Daily,,,,,42,Sherbrooke,Sherbrooke,Estrie,Quebec / Québec,Sherbrooke
2018-01-31,280,28,10,0,Use recreationally,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-31,150,28,5.36,0,Medicate - without a medical document,Daily,,,,,28,Kitchener,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
2018-01-31,180,28,6.43,0,Use recreationally,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-31,200,28,7.14,0,Use recreationally,A few times per week,,,,,7,Lacombe,Division No.  8,Red Deer,Alberta,48 - NonCMA
2018-01-31,120,28,4.29,0,Use recreationally,Daily,,,,,150,Windsor,Essex,Windsor--Sarnia,Ontario,Windsor
2018-01-31,100,28,3.57,0,Medicate - with a medical document,Daily,,,,,3.5,Joliette,Joliette,Lanaudière,Quebec / Québec,24 - NonCMA
2018-01-31,100,28,3.57,0,Medicate - without a medical document,Daily,,,,,28,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-31,150,28,5.36,0,Medicate - without a medical document,,,,,,,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,200,28,7.14,0,Medicate - with a medical document,Daily,,,,,40,Kelowna,Central Okanagan,Thompson--Okanagan,British Columbia / Colombie-Britannique,Kelowna
2018-01-31,180,28,6.43,0,Use recreationally,A few times per month,,,,,7,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,160,28,5.71,0,Use recreationally,A few times per month,,,,,0.5,London,Middlesex,London,Ontario,London
2018-01-31,150,28,5.36,0,Use recreationally,Daily,,,,,56,North Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-31,220,28,7.86,0,Use recreationally,A few times per week,,,,,28,Red Deer,Division No.  8,Red Deer,Alberta,48 - NonCMA
2018-01-31,180,28,6.43,0,Use recreationally,Daily,,,,,28,Red Deer,Division No.  8,Red Deer,Alberta,48 - NonCMA
2018-01-31,140,28,5,0,Use recreationally,A few times per month,,,,,2,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-31,160,28,5.71,0,Use recreationally,Daily,,,,,7,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,150,28,5.36,0,Use recreationally,Daily,,,,,56,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
2018-01-31,170,28,6.07,0,Use recreationally,A few times per month,,,,,3.5,Sherbrooke,Sherbrooke,Estrie,Quebec / Québec,Sherbrooke
2018-01-31,150,28,5.36,0,Use recreationally,A few times per week,,,,,0.1,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
2018-01-31,200,28,7.14,0,Medicate - without a medical document,Daily,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,150,28,5.36,0,Use recreationally,,,,,,,Alma,Lac-Saint-Jean-Est,Saguenay--Lac-Saint-Jean,Quebec / Québec,24 - NonCMA
2018-01-31,125,28,4.46,0,Use recreationally,Daily,,,,,1,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
2018-01-31,180,28,6.43,0,Use recreationally,A few times per week,,,,,3.5,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-31,120,28,4.29,0,Use recreationally,Daily,,,,,7,Surrey,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-31,120,28,4.29,0,Use recreationally,A few times a year,,,,,3.5,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
2018-01-31,200,28,7.14,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,180,28,6.43,0,Use recreationally,A few times per week,,,,,14,Williams Lake,Cariboo,Cariboo,British Columbia / Colombie-Britannique,59 - NonCMA
2018-01-31,200,28,7.14,0,Use recreationally,Daily,,,,,3.5,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,115,28,4.11,0,Use recreationally,Daily,,,,,14,Charlottetown,Queens,Prince Edward Island / Île-du-Prince-Édouard,Prince Edward Island / Île-du-Prince-Édouard,11 - NonCMA
2018-01-31,240,28,8.57,0,Use recreationally,A few times per week,,,,,28,Fernie,East Kootenay,Kootenay,British Columbia / Colombie-Britannique,59 - NonCMA
2018-01-31,120,28,4.29,0,Use recreationally,A few times per week,,,,,5,Saguenay,Le Saguenay-et-son-Fjord,Saguenay--Lac-Saint-Jean,Quebec / Québec,Saguenay
2018-01-31,120,28,4.29,0,Use recreationally,,,,,,,Surrey,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-31,140,28,5,0,Use recreationally,A few times per month,,,,,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-31,190,28,6.79,0,Medicate - with a medical document,Daily,,,,,60,Calgary,Division No.  6,Calgary,Alberta,Calgary
2018-01-31,180,28,6.43,0,Medicate - without a medical document,Daily,,,,,28,Newmarket,York,Toronto,Ontario,Toronto
2018-01-31,240,28,8.57,0,Medicate - without a medical document,A few times per week,,,,,3.5,Happy Valley-Goose Bay,Division No. 10,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10 - NonCMA
2018-01-31,120,28,4.29,0,Medicate - with a medical document,Daily,,,,,7,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,130,28,4.64,0,Use recreationally,Daily,,,,,28,Abbotsford,Fraser Valley,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Abbotsford - Mission
2018-01-31,120,28,4.29,0,Use recreationally,A few times per month,,,,,3.5,Lachute,Argenteuil,Laurentides,Quebec / Québec,24 - NonCMA
2018-01-31,120,28,4.29,0,Use recreationally,Daily,,,,,1,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-31,100,28,3.57,0,Medicate - without a medical document,Daily,,,,,14,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
2018-01-31,190,28,6.79,0,Use recreationally,Daily,,,,,7,Windsor,Essex,Windsor--Sarnia,Ontario,Windsor
2018-01-31,125,28,4.46,0,Use recreationally,Daily,,,,,28,Charlottetown,Queens,Prince Edward Island / Île-du-Prince-Édouard,Prince Edward Island / Île-du-Prince-Édouard,11 - NonCMA
2018-01-31,150,28,5.36,0,Use recreationally,A few times per week,,,,,14,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
2018-01-31,130,28,4.64,0,Medicate - without a medical document,,,,,,,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
2018-01-31,140,28,5,0,Medicate - without a medical document,A few times per week,,,,,,Stephenville,Division No.  4,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10 - NonCMA
2018-01-31,130,28,4.64,0,Medicate - without a medical document,Daily,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-31,140,28,5,0,Use recreationally,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
2018-01-31,165,28,5.89,0,Medicate - without a medical document,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
